lay,https://pan.baidu.com/s/1VRFUR89IN9OEI78fuwgnMg,089g,,
五维介质-《维爱》,https://pan.baidu.com/s/1t73lUhfPLMAZMx0hXkewOw,five,,
五维介质-《止谎剂》,https://pan.baidu.com/s/1pT--x4CjanficV5-GG-Pxw,five,,
五维介质-《Find-Zore》,https://pan.baidu.com/s/1dE8z2kLQEZXlDRhFQeuHqw,five,,
fm404,https://pan.baidu.com/s/1uCoKCxVf_4WaBiwek7Zjqg,45vt,,
[cd自购]泠鸢—《折纸信笺》[flac/mp3],https://pan.baidu.com/s/1YVk2ajk0c09qGy6sFRbeew,hd6o,,
[Hi-Res] Unknown ReoNa 96khz/24bit FLAC,https://pan.baidu.com/s/16HfzXZk_sqluzAGtDWNs4Q,dt79,,
Assault Lily Bouquet ED – Edel Lilie ／ Hitotsuyanagi-tai [FLAC Hi-Res] [24bit_48kHz],https://pan.baidu.com/s/1V5Qgj3c1U9GuTDazFWLqBg ,si2i,,
[2020.10.21]Love Live!虹ヶ咲学園スクールアイドル同好会 OP – 虹色Passions！[Flac],https://pan.baidu.com/s/1b7nTzH1l9YE4oWCgRa82ww ,pybo,,
[ACG] [自购自抓]東京パフォーマンスドール – 純愛カオス[flac] 6CD,https://pan.baidu.com/s/1vHFb_61VHRjJVwnnUROteA,hij6,,
48khz ワンルームシュガーライフ – ナナヲアカリ,https://1drv.ws/u/s!Apy0wwreGbyXsHMJW9HLt2HyD4dx?e=WiB6XA,,,
《Freesia》 feat.星尘Stardust,https://pan.baidu.com/s/1zaNMk5cs9VF1l3E6zqP80w,ds3r,,
Hi-res 96khz 残酷な天使のテーゼ MATSURI SPIRIT [2019] [WEB] [FLAC] – 高橋洋子,https://pan.baidu.com/s/1vnEk9x2DRrsbHuZR9JBcZQ,5aww,,
Hi-res 48khz Higher’s High ナナヲアカリ,https://pan.baidu.com/s/1Pa0xQIiUUIo1dee0RBUrJg,p4fv,,
[自购] 皇牌空战7 原声带 Ace Combat 7 OST – 小林启树 [48/16],https://pan.baidu.com/s/19IxHVd3cjG46J-kQzICuRg,zz1m,,
[CD自购自抓]Nami Haven – Wasted Neverland [flac],https://pan.baidu.com/s/1lhIbmQndtfNuh2cRZzZXAw,,,
[Hi-Res][201021]剧场版『紫罗兰永恒花园』OST原声集 VIOLET EVERGARDEN: Echo Through Eternity,https://pan.baidu.com/s/1VYTYcDJo2Js1xmHc7OjZLw,ytx5,,
[Hi-Res][201021]紫罗兰永恒花园 歌曲集 Letters and Doll ～Looking back on the memories of Violet Evergarden～,https://pan.baidu.com/s/17EW1T3OXSKoSo18tqB9jPg,so1j,,
[Hi-Res][201021]「アサルトリリィ BOUQUET」突击莉莉OP「Sacred world」RAISE A SUILEN[96kHz/24bit][FLAC],https://pan.baidu.com/s/1oJs0i2hxLYkBX8tmfkvp-g ,3h1b,,
[Hi-Res][201021]『魔女の旅々』OP「リテラチュア」／上田麗奈[96kHz/32bit][WAV],https://pan.baidu.com/s/1e0MZ4qG9FZJqtoiHySlFBQ ,yk81,,
[Hi-Res][201021]「アサルトリリィ BOUQUET」突击莉莉OP「Sacred world」RAISE A SUILEN[96kHz/24bit][FLAC],https://pan.baidu.com/s/1oJs0i2hxLYkBX8tmfkvp-g ,3h1b,,
随手分享几个鎖那酱的无损专辑,https://pan.baidu.com/s/11u5KMiXe1yhabBtdW7Pz_A,3x0m,,
[Hi-Res][201021]「突击莉莉 アサルトリリィ BOUQUET」OP「Sacred world」RAISE A SUILEN,https://pan.baidu.com/s/1xd1SkEgym4T1z1oajGDkew,0tml,,
玉置成実 – Connect the Truth,https://pan.baidu.com/s/1D0cWiMq2upIeb2-upSw72Q,3614,,
Still I Love You,https://pan.baidu.com/s/1k4G7fY6MjRJ5pgdyw4iD7Q,,,
BLOOD+ 音乐专辑 [无损],https://pan.baidu.com/s/1sj2gP0T,yezt,,
[mora自購][Hi-Res]佐藤ミキ-名もない花,https://pan.baidu.com/s/1MlGcp8YK4xaRR7P89TfuKw,l29j,,
单曲ShibayanRecords – タイニーリトル・アジアンタム,https://pan.baidu.com/s/1E-3M0wpgA61rHjog5Sxx9g ,ih18,,
城市猎人无损专辑TM NETWORK,https://pan.baidu.com/s/1u8U1E4HJYC2YMlkTjclxUA,223z,,
[Hi-Res]K-ON!轻音少女26首歌曲集 けいおん!はいれぞ!「Come with Me!!」セット[96kHz／24bit][FLAC],https://pan.baidu.com/s/1nPUa7-f4candQYsDeyFuug ,mslr,,
[mora自購][Hi-Res]ひげこれ! HIGEDRIVER BEST in KADOKAWA ANISON 48khz/24bit FLAC,https://pan.baidu.com/s/1JJTAqCqP8-uk4cveKuIS6Q,xd0b,,
[mora自購][Hi-Res]飛蘭 – Blood Teller + Dead END 48khz/24bit FLAC,https://pan.baidu.com/s/1GuJtAJ_H7FsCnPORYCPHXg,c169,,
[mora自購][Hi-Res]鈴木このみ – LIFE of DASH 48khz/24bit FLAC,https://pan.baidu.com/s/1czZjEibAp8Jm2d4oe-gDow,3hod,,
[mora自購][Hi-Res] Hilcrhyme – ヨリドコロ（yoridokoro)｜彼得·格里尔的贤者时间ED 48khz/24bit FLAC,https://pan.baidu.com/s/1Xnh9xYsUHZLVR3E2zlLDZQ,pnkb,,
[mora自购][ハイレゾ]劇場版『冴えない彼女の育てかた Fine』主題歌「glory days (movie ver.)」／春奈るな[48kHz/24bit FLAC],https://pan.baidu.com/s/11gICtZbDEc7eMajMRBnQTA,r5p1,,
[201014][Hi-Res]LiSA 17thシングル「炎」 [48kHz/24bit][FLAC] 劇場版『鬼滅の刃』無限列車編主題歌,https://pan.baidu.com/s/1dUoFJmkUMMmsuxfZBFVexw ,cvdc,,
【mora自购】わちゃ・もちゃ・ぺったん行進曲 – ハロー、ハッピーワールド!(单曲）,https://pan.baidu.com/s/1MLh4IcSmExkGEOz7H2rn8Q,u5kp,,
【mora自购】響け!ユーフォニアム (久美子Solo Ver.),https://pan.baidu.com/s/1WXAZ-NCXVeGakP15bLDC8Q,t5if,,
【mora】【Hi-Res】YOASOBI-あの夢をなぞって,https://pan.baidu.com/s/1U41aUC6ExueyO8CeEcPUOg,g3xj,,
[mora自購][Hi-Res]亜咲花 I believe what you said 96khz/24bit FLAC,https://pan.baidu.com/s/1x-pghlFKpUSGXzo_tsU6HA ,4o9s,,
mora自购 Hi-res 空の青さを知る人よ 知晓天空之蓝的人啊 ed，op amyon,https://pan.baidu.com/s/17k1N_2Xuw4JbOTu5SeDGOA,yyds,,
[201012][Hi-Res]劇場版『鬼滅の刃 無限列車編』主題歌「炎」／LiSA,https://pan.baidu.com/s/1v27WeBdhS7Uz_0wsAb4l3Q ,44gf,,
[Hi-Res]LiSA – 炎（24-48bit）,https://pan.baidu.com/s/1m1uKmvmrDuv5KXUycLYftw,LiSA,,
Hi-res 96 khz Howling ASCA 魔法高校的劣等生 op,https://pan.baidu.com/s/1D4CDgy6H34HjYTMOin07qA,jy2w,,
Hi-res 48 khz Right light rise 分岛花音 在地下城寻求邂逅是否搞错了什么 ed,https://pan.baidu.com/s/1_aKnK2HHBbgfIjBiWYW0hQ,g8y5,,
Hi-res 安达与岛村 OP 君に会えた日 & ED キミのとなりで,https://pan.baidu.com/s/1HKnwuoZnXkvi3oSoReWJjQ,akj8,,
Hi-res 96khz 龙与魔女 Burn the Witch 主题曲 NiL Blowing,https://pan.baidu.com/s/101rMszAWD4O4XIx420bHEA,68ka,,
Hi-res THE ORAL CIGARETTES – SUCK MY WORLD [24bit ⁄ 48kHz],https://pan.baidu.com/s/1_IQalbVJf-0p9224WOL9Wg,ibbb,,
NEON GENESIS EVANGELION DECADE CD 44.1 wav,https://pan.baidu.com/s/1FZBBIQ8JwOgeUKhRPBGxSQ,fvjv,,
NEON GENESIS EVANGELION ADDITION CD 44.1 wav,https://pan.baidu.com/s/12LKAHYp_sGTzVxhjyIzjbA,xnbq,,
カノエラナ – 月と星空 总之就是非常可爱 ed,https://pan.baidu.com/s/1d1OgS4-UJYerWPqv9RJIlw,d3d6,,
【320k】ファイアーエムブレム 風花雪月 （火焰纹章：风花雪月）OST,https://pan.baidu.com/s/1F6RDEIAolrxWfxNIQ8Ds3Q,1llq,,
beautiful trick（原专辑东方Flower Flag）,https://pan.baidu.com/s/16kBSxnTFUmMcgWaHBihj1A ,eoou,,
TV动画 22/7-角色歌&OST合集,https://pan.baidu.com/s/1x9fIjGxxoDyMFgirScWw_g,qhdv,,
[自购]VA-11 HALL-A赛博朋克酒保行动OST,https://pan.baidu.com/s/1pOO6VY0fysR5usLAlVTbvA,eguz,,
[Hi-res]22／7- 風は吹いてるか？ (Special Edition) [24bit_96kHz],https://pan.baidu.com/s/12dCCF965FMQtAJ7hZipF0Q,1.00E+08,,
泽野弘之 –  Hi-Res 合集24Albums,https://pan.baidu.com/s/1oYrVrte93HA44fL9ltvOeg,571k,,
(19.11.20)[SUPER☆GiRLS] 太陽の雫 / 青春キラリ (48.0kHz/24bit FLAC),https://pan.baidu.com/s/1qyF3Z_n1safxr7JVw-ALkg ,f7g9,,
穢翼のユースティア オリジナルサウンドトラック,https://pan.baidu.com/s/1asnfBsIaPe47_MHVl7tZvA,ftfr,,
【Mora自购】恋のうた (feat. 由崎司)《总之就是非常可爱》OP,https://pan.baidu.com/s/1kG2HasfK-SaOnbN-7FrWYg,2c7s,,
[MORA]さユり – フラレガイガール-special edition [320 kbps][ACC-LC],https://pan.baidu.com/s/14oS6gsyitYFvOOT4kFNP8g,kjeo,,
【GARNiDELiA】約束-Promise code-[Hi-Res][96.0kHz24bit][FLAC],https://pan.baidu.com/s/1LgLUYLNCTef6el_ATAkERA,,,
【Reol】HYPE MODE[Hi-Res][96kHz24bit][FLAC],https://pan.baidu.com/s/1wpvryGduy5R6d-tgqXke5g,Reol,,
[131030] 劇場版「魔法少女まどか☆マギカ 叛逆の物語」OPテーマ -「カラフル」／ClariS [初回限定盤+アニメ盤] (FLAC+BK),https://pan.baidu.com/s/1dh4XmFkr60HWM9X2LfLSYQ,9uu4,,
「冴えない彼女の育てかた Fine」Featured Songs剧中歌插曲,https://pan.baidu.com/s/1xTq6zRwyrk_BJNnr0Z4kpw,6qmr,,
[Hi–res]ReoNa – unknown,https://pan.baidu.com/s/1CUYFYQsH6284bpfmW-EYXA,ReNa,,
[Hi-Res][201007][最终幻想7重置版交响乐][FINAL FANTASY VII REMAKE Orchestral Arrangement Album],https://pan.baidu.com/s/1QiJXddWCL2AckCvILcyoAA ,1hb7,,
Suara合集73首,https://pan.baidu.com/s/1pSuaIzb1STLyKkG4iqNsLA,0c5h,,
【44.1khz 16bit】麻枝准×やなぎなぎ – 终わりの惑星のLove.Song,https://pan.baidu.com/s/1igJ5x9FSrt2gDmkF_uHiKA,6666,,
Hi-res 96khz 租借女友 12集插曲 雨宮天 – 君を通して,https://pan.baidu.com/s/1HmPzEyoWqtHydAn43_puFQ,65dw,,
PURE [Hi-Res] Cö Co Shu Nie 48khz,https://pan.baidu.com/s/1gX1iYbR2fR-qcYwQrVbYFg ,9hvq,,
[hi-res][mora自购]22-7《風は吹いているか？》,https://pan.baidu.com/s/1RSZBdHnVFJGIkpb3fR19mA,k5f3,,
[88.2k 24bit flac]Mili-Millennium Mother,https://pan.baidu.com/s/158VuRNk0XZhmqKLCxkIJug,m8gd,,
[44.1k 16bit flac CD自抓]supercell – ZIGAEXPERIENTIA,https://pan.baidu.com/s/1re1FDaSiFSxecbHkKz0sRw,iuv9,,
[44.1k 16bit flac CD自抓]supercell – Today Is a Beautiful Day,https://pan.baidu.com/s/1qmqYTTL2w7IcSrlXZ4jRgg,38c5,,
[44.1k 16bit flac CD自抓]Kalafina – oblivious,https://pan.baidu.com/s/1kcmQwUP46oGB1JnCWaF0uQ,p619,,
[44.1k 16bit flac CD自抓]majiko（まじ娘） – Contrast,https://pan.baidu.com/s/1EFNoIWJHhUtTEBHCplEZ2Q,avj0,,
nayuta『トレセの秘密』Original Single 楽曲セット,https://pan.baidu.com/s/1OLZc7-GtiNwxgekhl9a3rg,5irc,,
初音ミク マジカルミライ 2020 OFFICIAL ALBUM,https://pan.baidu.com/s/1Ks28_fYuQlnIVqXkg2aSJA,apru,,
[Hi-Res]『攻殻機動隊 SAC_2045』主题歌「Fly with me」／millennium parade × ghost in the shell: SAC_2045[48kHz/24bit][FLAC],https://pan.baidu.com/s/1YfMBqDWgCFKm2A_u3zpzOA ,s54m,,
脳漿炸裂ガール うたってみた を聴いてみた,https://pan.baidu.com/s/1fBnr6BNbMFfJ4ezXE7_lcw,0,,
Hi-res JAM Project BEST COLLECTION XII THUNDERBIRD 96khz 一拳超人op THE HERO !! ~怒れる拳に火をつけろ~,https://pan.baidu.com/s/1AvZjCYtX8dvobrbrAkaytw,df1i,,
Hi-res 96khz JAM Project BEST COLLECTION XIII A-ROCK,https://pan.baidu.com/s/1qCFSSHlncso20TDp1wrA6A,a6n7,,
【44.1khz 16bit 1411kbps】Irony TV动画《我的妹妹哪有这么可爱》片头曲,https://pan.baidu.com/s/1YNKs1J-eHzRR30Nxf8thpA,eo14,,
くろくも – amorous profumo (flac),https://mega.nz/folder/YzICxLAA#7F2chK4dOulkezEgys768A,,,
[Hi-Res]劇場版『冴えない彼女の育てかた Fine』主題歌「glory days」／春奈るな[96kHz/24bit][FLAC],https://pan.baidu.com/s/1R-AFV92GfXM1eEsMvQHJAg,k7q6,,
[ SHOW BY ROCK! ! ] BUD VIRGIN LOGIC 1st Mini album [ Monologue ] flac,https://mega.nz/folder/5mxFjLQT#O07z6kzFhqR5-pS0rn-RiA,,,
in NO hurry to shout; – ハイスクール [ANIME SIDE] -Alternative- (FLAC 24bit/96kHz),https://mega.nz/folder/4joGQBjL#PnJ6skDJUmrWydhprocjNA,,,
[Mora自购][FLAC/24bit/96kHz]ReoNa – Scar/let (English ver.) 2020,https://pan.baidu.com/s/1MAr7HfqYAwKxlM3wlwZU1w,1314,,
(19.02.23)[moimoi×Ryu☆] Sakura Bloomin* (FLAC),https://pan.baidu.com/s/1HhMY_eWYLE1frQy3ZzvihQ ,ss99,,
(榊原ゆい、今井麻美、福井裕佳梨) ねこねこ音頭,https://mega.nz/folder/duQVRYiJ#Lxf9mOiufDecCvqIWvKbBQ,,,
[Hi-Res]『劇場版マクロスΔ 絶対LIVE!』イメージソング「未来はオンナのためにある」ワルキューレ[48kHz/24bit][FLAC],https://pan.baidu.com/s/1N2_xqYVxMxHnyJ_Eqz8GEg,k5zp,,
[OTOTOY自购】【24bit/96KHz】セーヌの風に… (Adieu) feat. 沢城みゆき – 塞纳河的风 | 鲁邦三世 |ルパン三世 PART V オリジナル・サウンドトラック 〜 SI BON ! SI BON !,https://pan.baidu.com/s/1SvhyWS3TLIrJ0a5c4vFJuw,2333,,
Hi-res 96khz ひぐらしのなく頃に ボーカルソング集 寒蝉鸣泣之时主唱歌曲集,https://pan.baidu.com/s/1UA6L6hbnkoL-M0es2l_q2A,tet5,,
[Hi-Res][171206] TVアニメ「十二大戦」EDテーマ「化身の獣」完整版／Do As Infinity [FLAC 96kHz／24bit],https://pan.baidu.com/s/1SM5E6q7Y5qY6c4Ij4iAYLg,64kc,,
RiraN – Volcano (flac),https://mega.nz/folder/oqoCBYgJ#434OgBpQ2hLsoLGnbuJ__g,,,
長谷川明子 & Machico & 平山笑美 & 寺川愛美 – Marionetteは眠らない [The ,https://mega.nz/folder/srIQ0baL#ojjQKN7bGaQu4aTZRZxZPw,,,
ユリカ [花たん] / Yurika [Hanatan] (flac) Discography,https://mega.nz/folder/3Oh2TZoJ#Xc0ExfPx8ABAegCsi7BE0A,,,
Hi-res 48kHz ダダダダ天使 ナナヲアカリ,https://pan.baidu.com/s/1w4GRTm5JXnoaAnsYh77iiQ,uqei,,
假面骑士build OP,https://pan.baidu.com/s/1teRPskxvE2QYIgCbm33dhg,cn4e,,
剧场版假面骑士Ex-Aid True Ending ED,https://pan.baidu.com/s/1wqwXnoAlJ55Ahghva70cNQ,gze5,,
[Hi-Res]剧场版『来自深渊 深沉灵魂的黎明』OST／音楽：Kevin Penkin[96kHz/24bit][FLAC],https://pan.baidu.com/s/1jZaRaJMVExU9Skzw9X8Vbg,qzeh,,
【44.1khz 16bit 1441kbps】Asphyxia [CD+DVD/期間生産限定盤],https://pan.baidu.com/s/1k1DHv7hyqMu-PxAZOZTuAg,l1wu,,
[Hi-res]サントロワ∴南條愛乃(24bit/48kHz),https://pan.baidu.com/s/1QOpnVCKTWs0_tLQI1sD4Hg,ml5z,,
(東方名華祭14)(同人音楽)(東方)[SPACELECTRO] 東方インストEDM14 (WAV),https://pan.baidu.com/s/1pzjlfdDmrKrV1YdkkuvrBg ,go9u,,
Hi-res 96 khz Another colony/TRUE[96kHz/24bit] 史莱姆ed,https://pan.baidu.com/s/1v9suQGFgjD3XGI-ahYh08Q,1gt9,,
(C84)同人音乐)(うさころにー)うさころごはん(WAV+CUE+BK+LOG),https://pan.baidu.com/s/16Fxd9HxbMdzboJIE-2JpbQ,h6u3,,
[170628] TVアニメ『Re：CREATORS』OPテーマ「gravityWall／shØut」(初回生産限定盤)(DVD付)／SawanoHiroyuki[nZk] 5thシングル (wav+cue+bk[png]+iso),https://pan.baidu.com/s/1zRJ_F7UyGWBkaxX4l2BLgg,4sot,,
Hi-res TRUE (唐沢美帆) — [2017.02.22] Around the TRUE [96kHz／24bit FLAC],https://pan.baidu.com/s/1OCVMUxhh9SDcBzl5SJWWKQ,85qc,,
Hi-res 96 khz 狂赌之渊op deal with the devil Tia,https://pan.baidu.com/s/17PseCiJlrDI2kIfsGwAB3A,8xsd,,
[Hi-Res]坂本真綾 25周年記念アルバム シングルコレクション＋ アチコチ[96kHz/24bit][FLAC],https://pan.baidu.com/s/1OKpL9injXIqsdU00dya-cw,v4ap,,
【Hires】【mora自购】食戟之灵豪之皿ed Crossing Road,https://pan.baidu.com/s/14klraposOJEwofcIH4FiSg ,macg,,
[Hi-res]久石　譲 – 菊次郎の夏 (オリジナル・サウンドトラック)「菊次郎之夏」,https://pan.baidu.com/share/init?surl=Ni08hvY7R1vBYPXO31Ai0w,6wum,,
歌曲名：unlasting（自购），歌手名：LiSA (リサ),https://pan.baidu.com/s/1B3CwxjxNKbV4F5CAkEmChw,ob6i,,
[200902]Butter-Fly~初音ミクVersion~  ／ みきとP feat.初音ミク(仮)(CD+DVD盤)(wav+cue+log+png+iso),https://pan.baidu.com/s/1Ig4fWElrqXwsWWaP68wJGg,wodv,,
【24bit/96khz】TVアニメーション「星合の空」ED主題歌 籠の中の僕らは,https://pan.baidu.com/s/1K3HqD3SPIR9UX7yZaVr6Tg,1234,,
HR&Mora自购 Fairy Gone第二季ED THEME SONG 【Stay Gold】,https://pan.baidu.com/s/1tUjcTFjjGFu59QmOa9s0jQ,1234,,
[24bit/96khz] NO.1,https://pan.baidu.com/s/1wE6Kok0C7VSFNw-hMIChuA,1234,,
Hires&Mora自购 擅长捉弄的高木同学 知らなければ,https://pan.baidu.com/s/1estaPRN0uyEu-Eei8DzcIw,1234,,
[EAC-CD Track]TVアニメーション いなり、こんこん、恋いろは。 オリジナルサウンドトラック (稻荷恋之歌 / 狐仙的恋爱入门),https://pan.baidu.com/s/1Ei4zI7y5L3J-7UBwGM8-vw,3vb5,,
[EAC-CD Track]異国迷路のクロワーゼ The Animation オリジナルサウンドトラック(异国迷宫的十字路口),https://pan.baidu.com/s/1Swo5IJZ-HpMOhk8YoVAg1g,xe78,,
(2020.08.15)[EastNewSound] 全病曲 (WAV),pan.baidu.com/s/1p3F8BoYI89Smn1ghaYKPRw ,s90j,,
【明日方舟Hires】（24bit48khz）ALIVE UNTIL SUNSET——Alive,https://pan.baidu.com/s/1V_H5ztD5FmI8Me31YtTAdQ,awsl,,
【CD自抓自扫】花澤香菜-恋愛サーキュレーション（恋爱循环）,https://pan.baidu.com/s/113AY-4lBwRukOFWuTED77g ,2333,,
ルージュの伝言,https://pan.baidu.com/s/1UOL_Iimqcb7Ta0YFIcu2pQ,t5gf,,
【Cencoroll 2】千子2 OST（含ED）,https://pan.baidu.com/s/1xTsUrW_60tson6mdZq16kw ,3hjo ,,
anly 笑颜,https://pan.baidu.com/s/1ooArO7KrncKKzH2Wv-gOGg,6c1t,,
[Hi-Res]「紫罗兰永恒花园 剧场版」主题曲《WILL》TRUE（mora合购）,https://pan.baidu.com/s/14gAiz8hxyHbvnmGdrkvq4w,9641,,
[Hi-Res][200916]劇場版『紫罗兰永恒花园』主題歌「WILL」／TRUE 唐沢美帆[96kHz/24bit][FLAC],https://pan.baidu.com/s/1IfVRNOV0dBopxB2mNzGMyg,wquh,,
【无损】原神-风与异乡人 Le Vent et les Enfants des étoiles,https://pan.baidu.com/s/19lsm0Np2CmeBjuZFAbYCZg ,y4bn,,
[Hi-Res][200916]CHiCO with HoneyWorks 3rdアルバム「瞬く世界にiを揺らせ」[96kHz／24bit][FLAC],https://pan.baidu.com/s/17bcgke5_BpiLpTW69C3ilA,tvix,,
【明日方舟铃兰角色曲】（24bit48khz）塞壬唱片-MSR – Lily of the Valley,https://pan.baidu.com/s/1Uif6S5LJPVr_0d5jLGtvsQ,awsl,,
【Hi-Res】宇崎学妹想要玩！OP なだめスかし Negotiation-鹿乃 （24bit/96khz）FLAC,https://pan.baidu.com/s/1dGXEWIjI2RWnhvWyhFHCog,kano,,
【44.1khz 16bit】玉子市场OPドラマチックマーケットライド实体CD抓轨,https://pan.baidu.com/s/165i-YU2WLQmdG9XtiyfSLQ ,dodb,,
【44.1khz 16bit】TV动画《未聞花名》片头曲 青い栞   サークルゲーム(期間生産限定アニメ盤) 实体CD抓轨,https://pan.baidu.com/s/1mqYO7hrKhKKN6L8k2bStjg ,35j5,,
[Mora自购]miwa – DAITAN！ 2020 [FLAC/24bit/96kHz],https://pan.baidu.com/s/1dOlli5VugknFVnAqzbFRzA,1314,,
48khz 石川绫子Anime Classic 2,https://pan.baidu.com/s/15ROzRCUpSoBMTa2CB1aifg,v6jw,,
[无损FLAC] 战姬绝唱VX 音乐集,https://pan.baidu.com/s/1L0x7TKUcsgJt2gv64ldnvw,6666,,
[无损FLAC] 战姬绝唱XV 音乐集,https://pan.baidu.com/s/1L0x7TKUcsgJt2gv64ldnvw,6666,,
Hi-res 96khz メルト (10th ANNIVERSARY MIX) – ryo(supercell),やなぎなぎ,https://pan.baidu.com/s/1X5t49ZcE60AJxw0scIVfbQ ,eyrj,
Hi-res 96khz 攻殻機動隊 STAND ALONE COMPLEX O.S.T.＋ 攻壳机动队,https://pan.baidu.com/s/1veIuC5tLEbsRDc6oLdIAig ,ftp4,,
Hi-res 96khz 攻殻機動隊 STAND ALONE COMPLEX O.S.T.2 攻壳机动队,https://pan.baidu.com/s/18N1rV8jvoo0n1ml0Ukh2ug,tt3m,,
Hi-res 96khz アニメ「捏造トラップ-NTR-」OP「Blue Bud Blue」東城陽奏,https://pan.baidu.com/s/1NGTvDiT9l0sf25rzRjTmSQ,q2qj,,
Hi-res 96khz Reason Living-TV动画《文豪野犬 第二季》片头曲 – SCREEN mode,https://pan.baidu.com/s/13Wm36_Yd1FmWA34AHCondQ,h6d9,,
Hi-res 96khz 告白バンジージャンプ – halca single 单曲 ED1 flac 租借女友,https://pan.baidu.com/s/1RYdBf360JKbLZsdrEPZNNg,7z4i,,
Hi-res 96khz THE ,https://pan.baidu.com/s/1MiOMu6o3WxkImDaYBt9heQ,bsvp,,
